"id","lfhotelid","agenthotelid","caption_en","caption_zh","picurl","picsize","source","picture_id","updatetime","pic_path","pic_filesize"
"1","2","10","Exterior view","酒店外观","https://pix8.agoda.net/hotelImages/10/-1/38ffdf2941edb1853c1dede88933cacc.jpg?ca=21&ce=0&s=312x","312x","1","104800089","22/6/2022 10:47:57",,
"2","2","10","Bed","床型","https://q-xx.bstatic.com/xdata/images/hotel/max500/311724681.jpg?k=376742fa10acae079e18e29855854641745e40bbd4aa89d02845ecfe9f6b302a&o=&s=312x","312x","1","74585079","22/6/2022 10:47:57",,
"3","2","10","Lobby","大厅","https://pix8.agoda.net/hotelImages/10/-1/9260f567f2ab4388f5ac6be0a1c7a70e.jpg?ca=22&ce=0&s=312x","312x","1","105590307","22/6/2022 10:47:57",,
"4","2","10","Lobby","大厅","https://pix8.agoda.net/hotelImages/2309171/0/f601f0b54fe94fca34f8df8d115ddf8b.jpg?ca=9&ce=1&s=312x","312x","1","77808366","22/6/2022 10:47:57",,
"5","2","10","Balcony/terrace","阳台/露台","https://q-xx.bstatic.com/xdata/images/hotel/max500/184935964.jpg?k=beda8c38c961c73f05620fc6dc8e35193aa7fd8637faaae8612b013df206fe53&o=&s=312x","312x","1","74585066","22/6/2022 10:47:57",,
"389122","4","16",,,"https://pix8.agoda.net/hotelImages/16/16/16_17072912020054755824.jpg?ca=6&ce=1&s=312x","312x","1","54755824","25/6/2022 11:13:55",,
"389123","4","16","Bed","床型","https://q-xx.bstatic.com/xdata/images/hotel/max500/23347585.jpg?k=7557fb91578690ca8d9cfc54232663362b19cf1fa5f35229d8012656bda3a1d4&o=&s=312x","312x","1","33206538","25/6/2022 11:13:55",,
"389124","4","16","Lobby","大厅","https://q-xx.bstatic.com/xdata/images/hotel/max500/92274743.jpg?k=19f5c787048718f0891d30ce3f4c4e4bc6f8cdeb37bbaab39e0e59c5d6127806&o=&isSkia=true&s=312x","312x","1","33206508","7/7/2023 11:00:20",,
"389125","4","16","Lobby","大厅","https://q-xx.bstatic.com/xdata/images/hotel/max500/92274348.jpg?k=08ea9c2117ac9c8dc25ac7d49db7343e35a7a1243f6bdabe9aa98cd87ddb79c8&o=&isSkia=true&s=312x","312x","1","33206486","7/7/2023 11:00:20",,
"389126","4","16","Interior view","酒店内饰","https://pix8.agoda.net/hotelImages/16/16/16_17072912020054755814.jpg?ca=6&ce=1&isSkia=true&s=312x","312x","1","54755814","7/7/2023 11:00:20",,
"2985027","4","393213","Hotel Exterior","外观","http://dimg04.c-ctrip.com/images//0204h1200083p0ugq5E73_R_550_412.jpg",,"2",,"3/8/2022 17:41:51",,
"2985028","4","393213","Hotel Exterior","外观","http://dimg04.c-ctrip.com/images//0203l1200083m6juo7157_R_550_412.jpg",,"2",,"3/8/2022 17:41:51",,
"2985029","4","393213","Hotel Exterior","外观","http://dimg04.c-ctrip.com/images//0204h1200083p0mvwE946_R_550_412.jpg",,"2",,"3/8/2022 17:41:51",,
"2985030","4","393213","Hotel Exterior","外观","http://dimg04.c-ctrip.com/images//020691200083m5zuuCE29_R_550_412.jpg",,"2",,"3/8/2022 17:41:51",,
"2985031","4","393213","Others","其他","http://dimg04.c-ctrip.com/images//hotel/89000/88740/a6f4913e852440689105dd40f9a34798_R_550_412.jpg",,"2",,"3/8/2022 17:41:51",,
"2985032","4","393213","Others","其他","http://dimg04.c-ctrip.com/images//0222l120009bq379s18B3_R_550_412.jpg",,"2",,"3/8/2022 17:41:51",,
"2985033","4","393213","Others","其他","http://dimg04.c-ctrip.com/images//0221t120009bq2ybgC99B_R_550_412.jpg",,"2",,"3/8/2022 17:41:51",,
"2985034","4","393213","Others","其他","http://dimg04.c-ctrip.com/images//0226b120009bq36nb7601_R_550_412.jpg",,"2",,"3/8/2022 17:41:51",,
"2985035","4","393213","Others","其他","http://dimg04.c-ctrip.com/images//02249120009bq37hh2FD7_R_550_412.jpg",,"2",,"3/8/2022 17:41:51",,
"2985036","4","393213","Others","其他","http://dimg04.c-ctrip.com/images//0222b120009bq2w2s0FBC_R_550_412.jpg",,"2",,"3/8/2022 17:41:51",,
"2985037","4","393213","Others","其他","http://dimg04.c-ctrip.com/images//fd/hotel/g3/M03/40/9F/CggYGVYFlx-Ab3I-AAHThQWcB5Q707_R_550_412.jpg",,"2",,"3/8/2022 17:41:51",,
"3007500","4","16",,,"https://pix8.agoda.net/hotelImages/16/16/16_17072912020054755824.jpg?ca=6&ce=1&s=312x","312x","1","54755824","14/7/2022 19:19:06",,
"3064389","4","1798844","Primary image","主图片","https://i.travelapi.com/lodging/2000000/1800000/1798900/1798844/6df9cd78_b.jpg","350px","0","3","25/5/2023 05:51:46",,
"3064390","4","1798844","Primary image","主图片","https://i.travelapi.com/lodging/2000000/1800000/1798900/1798844/6df9cd78_z.jpg","1000px","0","3","25/5/2023 05:51:46","/mnt/73_hotel_pic/Hong Kong SAR/Hong Kong/1798844/0/3064390.jpg","167.061"
"3064391","4","1798844","Primary image","主图片","https://i.travelapi.com/lodging/2000000/1800000/1798900/1798844/6df9cd78_t.jpg","70px","0","3","25/5/2023 05:51:46",,
"3064392","4","1798844","Reception","前台","https://i.travelapi.com/lodging/2000000/1800000/1798900/1798844/e7f2946d_b.jpg","350px","0","10002","8/7/2023 13:30:11",,
"3064393","4","1798844","Reception","前台","https://i.travelapi.com/lodging/2000000/1800000/1798900/1798844/e7f2946d_z.jpg","1000px","0","10002","8/7/2023 13:30:11","/mnt/73_hotel_pic/Hong Kong SAR/Hong Kong/1798844/0/3064393.jpg","189.176"
"3064394","4","1798844","Reception","前台","https://i.travelapi.com/lodging/2000000/1800000/1798900/1798844/e7f2946d_t.jpg","70px","0","10002","8/7/2023 13:30:11",,
"3064395","4","1798844","Room","客房","https://i.travelapi.com/lodging/2000000/1800000/1798900/1798844/93454764_b.jpg","350px","0","21001","8/7/2023 13:30:11",,
"3064396","4","1798844","Room","客房","https://i.travelapi.com/lodging/2000000/1800000/1798900/1798844/93454764_z.jpg","1000px","0","21001","8/7/2023 13:30:11","/mnt/73_hotel_pic/Hong Kong SAR/Hong Kong/1798844/0/3064396.jpg","276.308"
"3064397","4","1798844","Room","客房","https://i.travelapi.com/lodging/2000000/1800000/1798900/1798844/93454764_t.jpg","70px","0","21001","8/7/2023 13:30:11",,
"3064398","4","1798844","Children's theme room","儿童主题客房","https://i.travelapi.com/lodging/2000000/1800000/1798900/1798844/6c97f6c1_b.jpg","350px","0","21002","25/5/2023 05:51:46",,
"3064399","4","1798844","Children's theme room","儿童主题客房","https://i.travelapi.com/lodging/2000000/1800000/1798900/1798844/6c97f6c1_z.jpg","1000px","0","21002","25/5/2023 05:51:46","/mnt/73_hotel_pic/Hong Kong SAR/Hong Kong/1798844/0/3064399.jpg","154.991"
"3064400","4","1798844","Children's theme room","儿童主题客房","https://i.travelapi.com/lodging/2000000/1800000/1798900/1798844/6c97f6c1_t.jpg","70px","0","21002","25/5/2023 05:51:46",,
"3064401","4","1798844","Living area","起居区","https://i.travelapi.com/lodging/2000000/1800000/1798900/1798844/462e4f79_b.jpg","350px","0","22005","25/5/2023 05:51:46",,
"3064402","4","1798844","Living area","起居区","https://i.travelapi.com/lodging/2000000/1800000/1798900/1798844/462e4f79_z.jpg","1000px","0","22005","25/5/2023 05:51:46","/mnt/73_hotel_pic/Hong Kong SAR/Hong Kong/1798844/0/3064402.jpg","174.728"
"3064403","4","1798844","Living area","起居区","https://i.travelapi.com/lodging/2000000/1800000/1798900/1798844/462e4f79_t.jpg","70px","0","22005","25/5/2023 05:51:46",,
"3064404","4","1798844","Room amenity","客房服务设施","https://i.travelapi.com/lodging/2000000/1800000/1798900/1798844/f6eb08f6_b.jpg","350px","0","22009","25/5/2023 05:51:46",,
"3064405","4","1798844","Room amenity","客房服务设施","https://i.travelapi.com/lodging/2000000/1800000/1798900/1798844/f6eb08f6_z.jpg","1000px","0","22009","25/5/2023 05:51:46","/mnt/73_hotel_pic/Hong Kong SAR/Hong Kong/1798844/0/3064405.jpg","77.7959"
"3064406","4","1798844","Room amenity","客房服务设施","https://i.travelapi.com/lodging/2000000/1800000/1798900/1798844/f6eb08f6_t.jpg","70px","0","22009","25/5/2023 05:51:46",,
"3064407","4","1798844","View from room","客房景观","https://i.travelapi.com/lodging/2000000/1800000/1798900/1798844/eae241b3_b.jpg","350px","0","22013","25/5/2023 05:51:46",,
"3064408","4","1798844","View from room","客房景观","https://i.travelapi.com/lodging/2000000/1800000/1798900/1798844/eae241b3_z.jpg","1000px","0","22013","25/5/2023 05:51:46","/mnt/73_hotel_pic/Hong Kong SAR/Hong Kong/1798844/0/3064408.jpg","132.15"
"3064409","4","1798844","View from room","客房景观","https://i.travelapi.com/lodging/2000000/1800000/1798900/1798844/eae241b3_t.jpg","70px","0","22013","25/5/2023 05:51:46",,
"3064410","4","1798844","Minibar","迷你吧","https://i.travelapi.com/lodging/2000000/1800000/1798900/1798844/affbf30a_b.jpg","350px","0","22022","8/7/2023 13:30:11",,
"3064411","4","1798844","Minibar","迷你吧","https://i.travelapi.com/lodging/2000000/1800000/1798900/1798844/affbf30a_z.jpg","1000px","0","22022","8/7/2023 13:30:11","/mnt/73_hotel_pic/Hong Kong SAR/Hong Kong/1798844/0/3064411.jpg","168.562"
"3064412","4","1798844","Minibar","迷你吧","https://i.travelapi.com/lodging/2000000/1800000/1798900/1798844/affbf30a_t.jpg","70px","0","22022","8/7/2023 13:30:11",,
"3064413","4","1798844","Bathroom amenities","浴室服务设施","https://i.travelapi.com/lodging/2000000/1800000/1798900/1798844/0b03bc93_b.jpg","350px","0","23005","25/5/2023 05:51:46",,
"3064414","4","1798844","Bathroom amenities","浴室服务设施","https://i.travelapi.com/lodging/2000000/1800000/1798900/1798844/0b03bc93_z.jpg","1000px","0","23005","25/5/2023 05:51:46","/mnt/73_hotel_pic/Hong Kong SAR/Hong Kong/1798844/0/3064414.jpg","124.039"
"3064415","4","1798844","Bathroom amenities","浴室服务设施","https://i.travelapi.com/lodging/2000000/1800000/1798900/1798844/0b03bc93_t.jpg","70px","0","23005","25/5/2023 05:51:46",,
"3064416","4","1798844","Gym","健身房","https://i.travelapi.com/lodging/2000000/1800000/1798900/1798844/e7220ddd_b.jpg","350px","0","41001","25/5/2023 05:51:46",,
"3064417","4","1798844","Gym","健身房","https://i.travelapi.com/lodging/2000000/1800000/1798900/1798844/e7220ddd_z.jpg","1000px","0","41001","25/5/2023 05:51:46","/mnt/73_hotel_pic/Hong Kong SAR/Hong Kong/1798844/0/3064417.jpg","220.719"
"3064418","4","1798844","Gym","健身房","https://i.travelapi.com/lodging/2000000/1800000/1798900/1798844/e7220ddd_t.jpg","70px","0","41001","25/5/2023 05:51:46",,
"3064419","4","1798844","Property amenity","住宿服务设施","https://i.travelapi.com/lodging/2000000/1800000/1798900/1798844/17a124f0_b.jpg","350px","0","71000","25/5/2023 05:51:46",,
"3064420","4","1798844","Property amenity","住宿服务设施","https://i.travelapi.com/lodging/2000000/1800000/1798900/1798844/17a124f0_z.jpg","1000px","0","71000","25/5/2023 05:51:46","/mnt/73_hotel_pic/Hong Kong SAR/Hong Kong/1798844/0/3064420.jpg","123.161"
"3064421","4","1798844","Property amenity","住宿服务设施","https://i.travelapi.com/lodging/2000000/1800000/1798900/1798844/17a124f0_t.jpg","70px","0","71000","25/5/2023 05:51:46",,
"3064422","4","1798844","Interior","住宿内部","https://i.travelapi.com/lodging/2000000/1800000/1798900/1798844/e7e923a5_b.jpg","350px","0","83000","25/5/2023 05:51:46",,
"3064423","4","1798844","Interior","住宿内部","https://i.travelapi.com/lodging/2000000/1800000/1798900/1798844/e7e923a5_z.jpg","1000px","0","83000","25/5/2023 05:51:46","/mnt/73_hotel_pic/Hong Kong SAR/Hong Kong/1798844/0/3064423.jpg","194.612"
"3064424","4","1798844","Interior","住宿内部","https://i.travelapi.com/lodging/2000000/1800000/1798900/1798844/e7e923a5_t.jpg","70px","0","83000","25/5/2023 05:51:46",,
"3064425","4","1798844","Property grounds","住宿场地","https://i.travelapi.com/lodging/2000000/1800000/1798900/1798844/8de1c835_b.jpg","350px","0","91000","25/5/2023 05:51:46",,
"3064426","4","1798844","Property grounds","住宿场地","https://i.travelapi.com/lodging/2000000/1800000/1798900/1798844/8de1c835_z.jpg","1000px","0","91000","25/5/2023 05:51:46","/mnt/73_hotel_pic/Hong Kong SAR/Hong Kong/1798844/0/3064426.jpg","251.621"
"3064427","4","1798844","Property grounds","住宿场地","https://i.travelapi.com/lodging/2000000/1800000/1798900/1798844/8de1c835_t.jpg","70px","0","91000","25/5/2023 05:51:46",,
"3064428","4","1798844","Property entrance","住宿入口","https://i.travelapi.com/lodging/2000000/1800000/1798900/1798844/c25b433d_b.jpg","350px","0","91002","8/7/2023 13:30:11",,
"3064429","4","1798844","Property entrance","住宿入口","https://i.travelapi.com/lodging/2000000/1800000/1798900/1798844/c25b433d_z.jpg","1000px","0","91002","8/7/2023 13:30:11","/mnt/73_hotel_pic/Hong Kong SAR/Hong Kong/1798844/0/3064429.jpg","157.677"
"3064430","4","1798844","Property entrance","住宿入口","https://i.travelapi.com/lodging/2000000/1800000/1798900/1798844/c25b433d_t.jpg","70px","0","91002","8/7/2023 13:30:11",,
"3064431","4","1798844","Front of property - evening/night","住宿正面 - 傍晚/夜晚","https://i.travelapi.com/lodging/2000000/1800000/1798900/1798844/84992f98_b.jpg","350px","0","91003","25/5/2023 05:51:46",,
"3064432","4","1798844","Front of property - evening/night","住宿正面 - 傍晚/夜晚","https://i.travelapi.com/lodging/2000000/1800000/1798900/1798844/84992f98_z.jpg","1000px","0","91003","25/5/2023 05:51:46","/mnt/73_hotel_pic/Hong Kong SAR/Hong Kong/1798844/0/3064432.jpg","129.739"
"3064433","4","1798844","Front of property - evening/night","住宿正面 - 傍晚/夜晚","https://i.travelapi.com/lodging/2000000/1800000/1798900/1798844/84992f98_t.jpg","70px","0","91003","25/5/2023 05:51:46",,
"3164997","4","16",,,"https://pix8.agoda.net/hotelImages/16/16/16_17072912020054755824.jpg?ca=6&ce=1&s=312x","312x","1","54755824","15/7/2022 10:45:11",,
"484297","6","25","Exterior view","酒店外观","https://pix8.agoda.net/hotelImages/25/-1/8dad037385fd554a85e013f931a8a1d5.jpg?ca=6&ce=1&isSkia=true&s=312x","312x","1","59702748","7/7/2023 11:00:58",,
"484298","6","25","Exterior view","酒店外观","https://q-xx.bstatic.com/xdata/images/hotel/max500/224217129.jpg?k=019d76168dc5ac31f76b76c644d7fa1aeb31c5f24204c0a042c459c0ae079829&o=&isSkia=true&s=312x","312x","1","24244660","7/7/2023 11:00:58",,
"484299","6","25","Lobby","大厅","https://pix8.agoda.net/hotelImages/4755728/0/68d64fa1a06d5e04db82137901e3fc04.jpg?ca=22&ce=0&isSkia=true&s=312x","312x","1","106030494","7/7/2023 11:00:58",,
"484300","6","25","Lobby","大厅","https://pix8.agoda.net/hotelImages/4755728/0/5db8e9c7751d2f4c2680109eeb2328e7.jpg?ca=22&ce=0&isSkia=true&s=312x","312x","1","106030497","7/7/2023 11:00:58",,
"484301","6","25","Interior view","酒店内饰","https://pix8.agoda.net/hotelImages/25/25/25_16051008390042183180.jpg?ca=6&ce=1&isSkia=true&s=312x","312x","1","42183180","7/7/2023 11:00:58",,
"525060","8","33",,,"https://pix8.agoda.net/hotelImages/6584938/0/8c3759a4d0f5994721f129779a4a56ba.jpg?ce=0&s=312x","312x","1","113698577","26/6/2022 11:46:24",,
"525061","8","33","Facilities","设施","https://q-xx.bstatic.com/xdata/images/hotel/max500/257036947.jpg?k=913a14b1986dfc2aa967d55e22540b2a2255273ebd7f424160a65bc4615c2611&o=&s=312x","312x","1","78830658","26/6/2022 11:46:24",,
"525062","8","33","Lobby","大厅","https://q-xx.bstatic.com/xdata/images/hotel/max500/343091444.jpg?k=c1859707cd1d845dfd31ca15d74026e8e6240ebacef1a3ba5dd48e736f9ccfbd&o=&s=312x","312x","1","310675261","26/6/2022 11:46:24",,
"525063","8","33","Lobby","大厅","https://q-xx.bstatic.com/xdata/images/hotel/max500/343091668.jpg?k=75dd14936a9a6fe27cd8b74c64e1e9bc435910fc561ede88c2430dc5ea619bd4&o=&s=312x","312x","1","310675247","26/6/2022 11:46:24",,
"525064","8","33","Interior view","酒店内饰","https://pix8.agoda.net/hotelImages/33/33/33_17080709240054945197.jpg?ca=6&ce=1&s=312x","312x","1","54945197","26/6/2022 11:46:24",,
"564168","11","54",,,"https://pix8.agoda.net/hotelImages/5081613/0/c4e6fab98811d18cf2d8068e517ccb62.jpg?ca=9&ce=1&s=312x","312x","1","76318902","26/6/2022 21:49:38",,
"564169","11","54","Exercise area","健身区","https://pix8.agoda.net/hotelImages/54/-1/508dbe942d124deb2b616080ec006659.jpg?ca=8&ce=1&s=312x","312x","1","73339968","26/6/2022 21:49:38",,
"564170","11","54","Lobby","大厅","https://pix8.agoda.net/hotelImages/54/-1/0a34027cad9f3e97926b1a235573aa6d.jpg?ca=8&ce=1&s=312x","312x","1","73339610","26/6/2022 21:49:38",,
"564171","11","54","Swimming pool","游泳池","https://pix8.agoda.net/hotelImages/54/-1/44f123d0421a2e831c7ee340af080996.jpg?ca=8&ce=1&s=312x","312x","1","73339959","26/6/2022 21:49:38",,
"564172","11","54","Swimming pool","游泳池","https://pix8.agoda.net/hotelImages/54/-1/ed2bf9c78c4e9b2844b8fca4f462bfe2.jpg?ca=8&ce=1&s=312x","312x","1","73339965","26/6/2022 21:49:38",,
"576250","12","59",,,"https://pix8.agoda.net/hotelImages/59/59/59_17050315180052767891.jpg?ca=6&ce=1&s=312x","312x","1","52767891","27/6/2022 00:15:55",,
"576251","12","59","Lobby","大厅","https://pix8.agoda.net/hotelImages/18429634/0/27a4dd24110f23abda591206576965aa.jpg?ca=17&ce=1&isSkia=true&s=312x","312x","1","94458719","7/7/2023 11:01:38",,
"576252","12","59","Lobby","大厅","https://pix8.agoda.net/hotelImages/59/59/59_17060215270053433283.jpg?ca=6&ce=1&isSkia=true&s=312x","312x","1","53433283","7/7/2023 11:01:38",,
"576253","12","59","Beach","沙滩","https://q-xx.bstatic.com/xdata/images/hotel/max500/73685712.jpg?k=180dc2c4a1b3ceff69af58ff603bd9d658c9921d029ad94f4a9276009e516fa1&o=&isSkia=true&s=312x","312x","1","56524687","7/7/2023 11:01:38",,
"576254","12","59",,,"https://img.travel.rakuten.co.jp/share/image_up/528/LARGE/0ad91ae4df3f824bbdfbc36d89c9d11d40acdb39.47.1.26.2.jpg?s=312x","312x","1","335846495","27/6/2022 00:15:55",,
"1412505","15","1059117","Primary image","主图片","https://i.travelapi.com/lodging/2000000/1060000/1059200/1059117/b99bd552_b.jpg","350px","0","3","24/5/2023 16:55:04",,
"1412506","15","1059117","Primary image","主图片","https://i.travelapi.com/lodging/2000000/1060000/1059200/1059117/b99bd552_z.jpg","1000px","0","3","24/5/2023 16:55:04","/mnt/73_hotel_pic/China/Shanghai/1059117/0/1412506.jpg","62.4697"
"1412507","15","1059117","Primary image","主图片","https://i.travelapi.com/lodging/2000000/1060000/1059200/1059117/b99bd552_t.jpg","70px","0","3","24/5/2023 16:55:04",,
"1412508","15","1059117","Room","客房","https://i.travelapi.com/lodging/2000000/1060000/1059200/1059117/c4763743_b.jpg","350px","0","21001","18/7/2023 21:21:02",,
"1412509","15","1059117","Room","客房","https://i.travelapi.com/lodging/2000000/1060000/1059200/1059117/c4763743_z.jpg","1000px","0","21001","18/7/2023 21:21:02","/mnt/73_hotel_pic/China/Shanghai/1059117/0/1412509.jpg","101.411"
"1412510","15","1059117","Room","客房","https://i.travelapi.com/lodging/2000000/1060000/1059200/1059117/c4763743_t.jpg","70px","0","21001","18/7/2023 21:21:02",,
"1412511","15","1059117","View from room","客房景观","https://i.travelapi.com/lodging/2000000/1060000/1059200/1059117/d173bfb8_b.jpg","350px","0","22013","18/7/2023 21:21:02",,
"1412512","15","1059117","View from room","客房景观","https://i.travelapi.com/lodging/2000000/1060000/1059200/1059117/d173bfb8_z.jpg","1000px","0","22013","18/7/2023 21:21:02","/mnt/73_hotel_pic/China/Shanghai/1059117/0/1412512.jpg","80.127"
"1412513","15","1059117","View from room","客房景观","https://i.travelapi.com/lodging/2000000/1060000/1059200/1059117/d173bfb8_t.jpg","70px","0","22013","18/7/2023 21:21:02",,
"1412514","15","1059117","Bathroom","浴室","https://i.travelapi.com/lodging/2000000/1060000/1059200/1059117/681df7d7_b.jpg","350px","0","23000","18/7/2023 21:21:02",,
"1412515","15","1059117","Bathroom","浴室","https://i.travelapi.com/lodging/2000000/1060000/1059200/1059117/681df7d7_z.jpg","1000px","0","23000","18/7/2023 21:21:02","/mnt/73_hotel_pic/China/Shanghai/1059117/0/1412515.jpg","119.062"
"1412516","15","1059117","Bathroom","浴室","https://i.travelapi.com/lodging/2000000/1060000/1059200/1059117/681df7d7_t.jpg","70px","0","23000","18/7/2023 21:21:02",,
"1412517","15","1059117","Fitness facility","健身设施","https://i.travelapi.com/lodging/2000000/1060000/1059200/1059117/aee0ee72_b.jpg","350px","0","41000","18/7/2023 21:21:02",,
"1412518","15","1059117","Fitness facility","健身设施","https://i.travelapi.com/lodging/2000000/1060000/1059200/1059117/aee0ee72_z.jpg","1000px","0","41000","18/7/2023 21:21:02","/mnt/73_hotel_pic/China/Shanghai/1059117/0/1412518.jpg","38.8955"
"1412519","15","1059117","Fitness facility","健身设施","https://i.travelapi.com/lodging/2000000/1060000/1059200/1059117/aee0ee72_t.jpg","70px","0","41000","18/7/2023 21:21:02",,
"1412520","15","1059117","Sports facility","运动设施","https://i.travelapi.com/lodging/2000000/1060000/1059200/1059117/486d3f52_b.jpg","350px","0","60000","24/5/2023 16:55:04",,
"1412521","15","1059117","Sports facility","运动设施","https://i.travelapi.com/lodging/2000000/1060000/1059200/1059117/486d3f52_z.jpg","1000px","0","60000","24/5/2023 16:55:04","/mnt/73_hotel_pic/China/Shanghai/1059117/0/1412521.jpg","123.707"
"1412522","15","1059117","Sports facility","运动设施","https://i.travelapi.com/lodging/2000000/1060000/1059200/1059117/486d3f52_t.jpg","70px","0","60000","24/5/2023 16:55:04",,
"1412523","15","1059117","Tennis court","网球场","https://i.travelapi.com/lodging/2000000/1060000/1059200/1059117/998496a7_b.jpg","350px","0","60003","24/5/2023 16:55:04",,
"1412524","15","1059117","Tennis court","网球场","https://i.travelapi.com/lodging/2000000/1060000/1059200/1059117/998496a7_z.jpg","1000px","0","60003","24/5/2023 16:55:04","/mnt/73_hotel_pic/China/Shanghai/1059117/0/1412524.jpg","45.4961"
"1412525","15","1059117","Tennis court","网球场","https://i.travelapi.com/lodging/2000000/1060000/1059200/1059117/998496a7_t.jpg","70px","0","60003","24/5/2023 16:55:04",,
"1412526","15","1059117","Dining","用餐","https://i.travelapi.com/lodging/2000000/1060000/1059200/1059117/0652f5e3_b.jpg","350px","0","81000","24/5/2023 16:55:04",,
"1412527","15","1059117","Dining","用餐","https://i.travelapi.com/lodging/2000000/1060000/1059200/1059117/0652f5e3_z.jpg","1000px","0","81000","24/5/2023 16:55:04","/mnt/73_hotel_pic/China/Shanghai/1059117/0/1412527.jpg","108.579"
"1412528","15","1059117","Dining","用餐","https://i.travelapi.com/lodging/2000000/1060000/1059200/1059117/0652f5e3_t.jpg","70px","0","81000","24/5/2023 16:55:04",,
"1412529","15","1059117","Breakfast area","早餐区","https://i.travelapi.com/lodging/2000000/1060000/1059200/1059117/f3cd6b70_b.jpg","350px","0","81001","18/7/2023 21:21:02",,
"1412530","15","1059117","Breakfast area","早餐区","https://i.travelapi.com/lodging/2000000/1060000/1059200/1059117/f3cd6b70_z.jpg","1000px","0","81001","18/7/2023 21:21:02","/mnt/73_hotel_pic/China/Shanghai/1059117/0/1412530.jpg","144.678"
"1412531","15","1059117","Breakfast area","早餐区","https://i.travelapi.com/lodging/2000000/1060000/1059200/1059117/f3cd6b70_t.jpg","70px","0","81001","18/7/2023 21:21:02",,
"1412532","15","1059117","Meeting facility","会议设施","https://i.travelapi.com/lodging/2000000/1060000/1059200/1059117/eda3c5e8_b.jpg","350px","0","83009","18/7/2023 21:21:02",,
"1412533","15","1059117","Meeting facility","会议设施","https://i.travelapi.com/lodging/2000000/1060000/1059200/1059117/eda3c5e8_z.jpg","1000px","0","83009","18/7/2023 21:21:02","/mnt/73_hotel_pic/China/Shanghai/1059117/0/1412533.jpg","178.453"
"1412534","15","1059117","Meeting facility","会议设施","https://i.travelapi.com/lodging/2000000/1060000/1059200/1059117/eda3c5e8_t.jpg","70px","0","83009","18/7/2023 21:21:02",,
"1412535","15","1059117","Exterior","外观","https://i.travelapi.com/lodging/2000000/1060000/1059200/1059117/9173c92a_b.jpg","350px","0","91024","24/5/2023 16:55:04",,
"1412536","15","1059117","Exterior","外观","https://i.travelapi.com/lodging/2000000/1060000/1059200/1059117/9173c92a_z.jpg","1000px","0","91024","24/5/2023 16:55:04","/mnt/73_hotel_pic/China/Shanghai/1059117/0/1412536.jpg","54.1699"
"1412537","15","1059117","Exterior","外观","https://i.travelapi.com/lodging/2000000/1060000/1059200/1059117/9173c92a_t.jpg","70px","0","91024","24/5/2023 16:55:04",,
"632742","20","85","Exterior view","酒店外观","https://pix8.agoda.net/hotelImages/2293978/0/cfb97a672601c2a46da6b7643c2eeaae.jpg?ca=9&ce=1&s=312x","312x","1","79181231","27/6/2022 15:45:07",,
"632743","20","85","Lobby","大厅","https://pix8.agoda.net/hotelImages/2293978/0/c6f49d1e62a213684442174b577c45a1.jpg?ca=27&ce=0&s=312x","312x","1","111337544","27/6/2022 15:45:07",,
"632744","20","85","Lobby","大厅","https://pix8.agoda.net/hotelImages/2293978/0/5f24b000b1800a3b3eccb7e9b444ee5b.jpg?ca=9&ce=1&isSkia=true&s=312x","312x","1","79181153","30/6/2023 18:30:40",,
"632745","20","85","Interior view","酒店内饰","https://pix8.agoda.net/hotelImages/85/85/85_16082407340045751576.jpg?ca=6&ce=1&isSkia=true&s=312x","312x","1","45751576","30/6/2023 18:30:40",,
"632746","20","85","Interior view","酒店内饰","https://pix8.agoda.net/hotelImages/85/85/85_16082409560045756687.jpg?ca=6&ce=1&isSkia=true&s=312x","312x","1","45756687","30/6/2023 18:30:40",,
"647123","21","94","Exterior view","酒店外观","https://pix8.agoda.net/hotelImages/94/94/94_15082414070034908996.jpg?ca=5&ce=1&s=312x","312x","1","34908996","27/6/2022 20:51:35",,
"647124","21","94",,,"https://dom.jtb.co.jp/yado/photo2/LL/6/6232054/62320541100009330.jpg?s=312x","312x","1","63323940","27/6/2022 20:51:35",,
"647125","21","94","Exterior view","酒店外观","https://q-xx.bstatic.com/xdata/images/hotel/max500/141297164.jpg?k=bcf4f178d922c444d8ff3db18bf711b07a0975b432624a8853f3a793048ae26c&o=&s=312x","312x","1","56396111","27/6/2022 20:51:35",,
"647126","21","94","Lobby","大厅","https://pix8.agoda.net/hotelImages/94/94/94_15082414070034908967.jpg?ca=5&ce=1&s=312x","312x","1","34908967","27/6/2022 20:51:35",,
"647127","21","94","Lobby","大厅","https://pix8.agoda.net/hotelImages/94/94/94_15082414070034908985.jpg?ca=5&ce=1&s=312x","312x","1","34908985","27/6/2022 20:51:35",,
"655529","23","99",,,"https://pix8.agoda.net/hotelImages/99/99/99_16022014110040064258.jpg?ca=6&ce=1&s=312x","312x","1","40064258","27/6/2022 22:43:53",,
"655530","23","99","Guestroom","客房","https://q-xx.bstatic.com/xdata/images/hotel/max500/63699523.jpg?k=67f1c223eb4b78cc4877ad82f4c28d02bead541157609730a651ace6662c6b99&o=&s=312x","312x","1","33196787","27/6/2022 22:43:53",,
"655531","23","99","Lobby","大厅","https://pix8.agoda.net/hotelImages/99/99/99_15060610520028741750.jpg?ca=4&ce=1&s=312x","312x","1","28741750","27/6/2022 22:43:53",,
